VD,PARTICIPANTE,SEXO.GENERO,IDADE,FAIXA.ETARIA,ESCOLARIDADE,REGIAO,INDICE.SOCIO,ORIGEM.PAIS,CONT.FON.PREC,CONT.FON.SEG,TONICIDADE,POSICAO.R,CLASSE.MORFOLOGICA,FREQUENCIA,ESTILO,ITEM.LEXICAL,cont.precedente,ocorrencia,cont.seguinte
tepe,AngelicaL,feminino,61,3a,fundamental,periferica,3,interior,u,p,atona,medial,conj.prep,3.25,conversacao,por, por </> exemplo tenho... , por <T> , parte <T> dos avós 
retroflexo,AngelicaL,feminino,61,3a,fundamental,periferica,3,interior,o,m,atona,medial,substantivo,0.02,conversacao,formatura, as festas de de , formatura <R> , ótimas pra lá a 
tepe,CleliaE,feminino,69,3a,fundamental,central,2.1,mista,e,d,atona,medial,substantivo,0.82,conversacao,verdade, com pena {não é , verdade <T> , ?} D1: {uhum} {de 
tepe,CleliaE,feminino,69,3a,fundamental,central,2.1,mista,o,m,atona,medial,adverbio,0.1,conversacao,normalmente, uhum S1: ahn fala , normalmente <T> , D1: uhn S1: eu 
tepe,CleliaE,feminino,69,3a,fundamental,central,2.1,mista,e,d,atona,medial,substantivo,0.82,conversacao,verdade, pra falar <A> a , verdade <T> , eu quando eu vim 
tepe,CleliaE,feminino,69,3a,fundamental,central,2.1,mista,a,t,atona,medial,substantivo,0.44,conversacao,apartamento, casa em riv/ tem , apartamento <T> , lá em riviera (por 
tepe,CleliaE,feminino,69,3a,fundamental,central,2.1,mista,e,g,atona,medial,verbo,0.22,conversacao,perguntar, cara se você vai , perguntar <T> , <A> algum lugar... <V> 
tepe,CleliaE,feminino,69,3a,fundamental,central,2.1,mista,0,ts,tonica,medial,substantivo,0.11,conversacao,sorte, D1: uhum S1: a , sorte <T> , que ele conheceu lá 
tepe,CleliaE,feminino,69,3a,fundamental,central,2.1,mista,a,t,atona,medial,substantivo,0.44,conversacao,apartamento, marido não gosta de , apartamento <T> , e eu também não 
tepe,CleliaE,feminino,69,3a,fundamental,central,2.1,mista,3,t,tonica,medial,adjetivo,0.1,conversacao,aberto, todo mundo de braços , aberto... <T> , se você for <A> 
retroflexo,CleliaE,feminino,69,3a,fundamental,central,2.1,mista,a,n,atona,medial,substantivo,0.09,conversacao,carnaval, de assistir <A> o , carnaval <R> , no rio e vim 
tepe,CleliaE,feminino,69,3a,fundamental,central,2.1,mista,o,t,atona,medial,substantivo,0.02,conversacao,portãozinho, aí elas trancaram o , portãozinho... <T> , e deixaram as duas 
tepe,CleliaE,feminino,69,3a,fundamental,central,2.1,mista,u,k,atona,medial,conj.prep,5.98,conversacao,porque, nós íamos pra Penha , porque <T> , meu tio fa/ ele 
retroflexo,CleliaE,feminino,69,3a,fundamental,central,2.1,mista,e,n,atona,medial,substantivo,0.01,conversacao,governadora, fui presidente vice-governadora <R> , governadora... <R> , só não fui (xxx) 
retroflexo,CleliaE,feminino,69,3a,fundamental,central,2.1,mista,0,ts,tonica,medial,substantivo,0.59,conversacao,Norte, a maioria? S1: do , Norte <R> , D1: do Norte ? 
tepe,CleliaE,feminino,69,3a,fundamental,central,2.1,mista,o,t,atona,medial,substantivo,0.01,conversacao,Forta, deixamos o carro em , Forta <T> , / já fui de 
tepe,CleliaE,feminino,69,3a,fundamental,central,2.1,mista,a,t,atona,medial,substantivo,0.44,conversacao,apartamento, um belo de um , apartamento <T> , que até eu falei 
tepe,CleliaE,feminino,69,3a,fundamental,central,2.1,mista,u,k,atona,medial,conj.prep,5.98,conversacao,porque, estrada D1: uhum S1: , porque <T> , tem lugar <A> fora 
tepe,CleliaE,feminino,69,3a,fundamental,central,2.1,mista,0,m,tonica,medial,adjetivo,0.22,conversacao,enorme, e fez um estouro , enorme... <T> , as vizinhas escutaram D1: 
tepe,CleliaE,feminino,69,3a,fundamental,central,2.1,mista,0,t,tonica,medial,substantivo,0.35,conversacao,porta, se bater <A> na , porta <T> , dizendo que (es)tá passando 
tepe,CleliaE,feminino,69,3a,fundamental,central,2.1,mista,0,ts,tonica,medial,substantivo,0.59,conversacao,Norte, nossa (vo)cê vai pro , Norte... <T> , no interior <V> todo 
tepe,CleliaE,feminino,69,3a,fundamental,central,2.1,mista,u,k,atona,medial,conj.prep,5.98,conversacao,porque, uhn S1: eu acho , porque <T> , lá no Norte <T> 
tepe,CleliaE,feminino,69,3a,fundamental,central,2.1,mista,e,g,atona,medial,substantivo,0.09,conversacao,vergonha, pra cá fica sem , vergonha <T> , D1: [risos] S1: é 
retroflexo,CleliaE,feminino,69,3a,fundamental,central,2.1,mista,a,#,tonica,final,substantivo,0.05,conversacao,mar, dele e jogou no , mar... <R> , {ele veio no navio} 
retroflexo,CleliaE,feminino,69,3a,fundamental,central,2.1,mista,a,t,tonica,final,substantivo,1.94,conversacao,lugar, D1: uhum S1: todo , lugar <R> , tem D1: (vo)cê acha 
tepe,CleliaE,feminino,69,3a,fundamental,central,2.1,mista,e,d,atona,medial,substantivo,0.82,conversacao,verdade, pra dizer <A> a , verdade <T> , pra você D1: uhum 
tepe,CleliaE,feminino,69,3a,fundamental,central,2.1,mista,3,t,tonica,medial,adjetivo,2.6,conversacao,perto, {fazer} porque <A> é , perto <T> , da condução é isso 
tepe,CleliaE,feminino,69,3a,fundamental,central,2.1,mista,u,k,atona,medial,conj.prep,5.98,conversacao,porque, aham {mas aí} S1: , {porque <T> , } meu avô eu 
tepe,CleliaE,feminino,69,3a,fundamental,central,2.1,mista,o,d,atona,medial,adjetivo,0.43,conversacao,nordestino, eu gosto do sotaque , nordestino <T> , viu? D1: ah é? 
retroflexo,CleliaE,feminino,69,3a,fundamental,central,2.1,mista,e,ts,atona,medial,verbo,0.05,conversacao,divertir, sair <A> e me , divertir <R> , <A> {essas coisa} D1: 
tepe,CleliaE,feminino,69,3a,fundamental,central,2.1,mista,0,ts,tonica,medial,substantivo,0.59,conversacao,Norte, porque <T> lá no , Norte <T> , eles... falam nordestino <T> 
tepe,CleliaE,feminino,69,3a,fundamental,central,2.1,mista,0,t,tonica,medial,substantivo,0.35,conversacao,porta, também não saía da , porta <T> , né? D1: aham S1: 
tepe,CleliaE,feminino,69,3a,fundamental,central,2.1,mista,e,g,atona,medial,substantivo,0.05,conversacao,Vergueiro, na [hes.] como é? , Vergueiro... <T> , e o meu irmão 
tepe,CleliaE,feminino,69,3a,fundamental,central,2.1,mista,0,ts,tonica,medial,substantivo,0.11,conversacao,sorte, ah então deixa... a , sorte <T> , foi essa D1: uhum 
tepe,CleliaE,feminino,69,3a,fundamental,central,2.1,mista,0,t,tonica,medial,substantivo,0.35,conversacao,porta, pé-de-cabra eles estouraram a , porta <T> , de vidro... e fez 
retroflexo,CleliaE,feminino,69,3a,fundamental,central,2.1,mista,e,d,atona,medial,substantivo,0.57,conversacao,Liberdade, D1: uhum S1: na , Liberdade <R> , só dá japonês D1: 
tepe,CleliaE,feminino,69,3a,fundamental,central,2.1,mista,e,d,atona,medial,substantivo,0.57,conversacao,Liberdade, redondezas? [vozerios] S1: na , Liberdade <T> , D1: na LIberdade S1: 
retroflexo,CleliaE,feminino,69,3a,fundamental,central,2.1,mista,e,s,atona,medial,verbo,0.07,conversacao,conversava, no hotel a gente , conversava <R> , né? D1: uhum S1: 
tepe,CleliaE,feminino,69,3a,fundamental,central,2.1,mista,i,m,atona,medial,substantivo,2.09,conversacao,irmã, uma vez a minha , irmã <T> , veio chorando falando que 
tepe,CleliaE,feminino,69,3a,fundamental,central,2.1,mista,o,#,tonica,final,substantivo,0.18,conversacao,senhor, frente então passou um , senhor <T> , D1: uhum S1: ele 
tepe,CleliaE,feminino,69,3a,fundamental,central,2.1,mista,o,t,atona,medial,substantivo,0.03,conversacao,Fortaleza, deixamos o carro em , Fortaleza <T> , e fomo(s) até Manaus 
retroflexo,CleliaE,feminino,69,3a,fundamental,central,2.1,mista,i,m,atona,medial,substantivo,2.09,conversacao,irmã, assim que as minhas , irmã <R> , minha mãe falava D1: 
retroflexo,CleliaE,feminino,69,3a,fundamental,central,2.1,mista,e,d,atona,medial,substantivo,0.57,conversacao,Liberdade, japonês é mais na , Liberdade <R> , D1: na Liberdade ? 
tepe,CleliaE,feminino,69,3a,fundamental,central,2.1,mista,u,k,atona,medial,conj.prep,5.98,conversacao,porque, Paulo D1: aham S1: , porque <T> , todo mundo fala que 
retroflexo,CleliaE,feminino,69,3a,fundamental,central,2.1,mista,0,ts,tonica,medial,substantivo,0.59,conversacao,Norte, mesmo assim? S1: do , Norte <R> , ou do Japão que 
tepe,CleliaE,feminino,69,3a,fundamental,central,2.1,mista,u,k,atona,medial,conj.prep,3.25,conversacao,por, isso?} S1: {ah será , por <T> , causa} de medo de 
tepe,CleliaE,feminino,69,3a,fundamental,central,2.1,mista,e,d,atona,medial,substantivo,0.82,conversacao,verdade, D1: [risos] S1: é , verdade <T> , porque <A> eles olha 
tepe,CleliaE,feminino,69,3a,fundamental,central,2.1,mista,a,g,atona,medial,verbo,0.07,conversacao,largar, {uhum} S1: {pra mim , largar <T> , <A> } a {casa 
tepe,CleliaE,feminino,69,3a,fundamental,central,2.1,mista,u,k,atona,medial,conj.prep,5.98,conversacao,porque, D1: {ah é?} S1: , porque <T> , ele jogou os documento 
tepe,CleliaE,feminino,69,3a,fundamental,central,2.1,mista,u,k,atona,medial,conj.prep,3.25,conversacao,por, <A> conhecer <A> Santos , por <T> , causa da... como é 
retroflexo,CleliaE,feminino,69,3a,fundamental,central,2.1,mista,e,n,atona,medial,substantivo,0.01,conversacao,vice-governadora, S1: eu fui presidente , vice-governadora <R> , governadora... <R> só não 
retroflexo,CleliaE,feminino,69,3a,fundamental,central,2.1,mista,o,m,atona,medial,verbo,0.02,conversacao,dormiam, vinham também às vezes , dormiam <R> , em casa tudo... e 
retroflexo,MartaL,feminino,69,3a,superior,central,3.6,interior,0,m,tonica,medial,substantivo,0.37,conversacao,forma, uma mistura? S1: {essa , forma... <R> , } é uma mistura... 
tepe,MartaL,feminino,69,3a,superior,central,3.6,interior,e,t,atona,medial,verbo,0.02,conversacao,consertar, D1: {(xxx)} S1: {agora , consertar... <T> , <A> } é muito 
retroflexo,MartaL,feminino,69,3a,superior,central,3.6,interior,a,dz,tonica,final,adjetivo,0.04,conversacao,familiar, não tem nem relacionamento , familiar <R> , direito porque <A> não 
tepe,MartaL,feminino,69,3a,superior,central,3.6,interior,u,k,atona,medial,conj.prep,3.25,conversacao,por, a gente vê mais , por <T> , conta do [hes.] da 
tepe,MartaL,feminino,69,3a,superior,central,3.6,interior,e,m,atona,medial,verbo,0.11,conversacao,terminei, escolar ... <A> eu , terminei <T> , era o grupo escolar 
tepe,MartaL,feminino,69,3a,superior,central,3.6,interior,o,m,atona,medial,verbo,0.09,conversacao,dormindo, (vo)cê fica com pena , dormindo <T> , na rua sabe? eles 
tepe,MartaL,feminino,69,3a,superior,central,3.6,interior,u,k,atona,medial,conj.prep,5.98,conversacao,porque, teatro nem se fala , porque... <T> , já virou um luxo 
tepe,MartaL,feminino,69,3a,superior,central,3.6,interior,a,k,tonica,medial,substantivo,0.34,conversacao,parque, aqui perto <T> um , parque <T> , tão bonito pra [hes.] 
tepe,MartaL,feminino,69,3a,superior,central,3.6,interior,e,d,atona,medial,substantivo,0.57,conversacao,Liberdade, vivi ali depois na , Liberdade <T> , aí eu já me 
tepe,MartaL,feminino,69,3a,superior,central,3.6,interior,e,d,atona,medial,substantivo,0.57,conversacao,Liberdade, lá em [hes.] na , Liberdade <T> , (vo)cê percebe <V> né? 
tepe,MartaL,feminino,69,3a,superior,central,3.6,interior,u,k,atona,medial,conj.prep,5.98,conversacao,porque, S1: agora melhorou né? , porque <T> , é barzinho <V> juventude 
tepe,MartaL,feminino,69,3a,superior,central,3.6,interior,i,m,tonica,medial,substantivo,0.13,conversacao,firma, fechada dentro de uma , firma... <T> , trabalhando durante três dias 
tepe,MartaL,feminino,69,3a,superior,central,3.6,interior,e,m,atona,medial,substantivo,0.18,conversacao,supermercado, com a agitação no , supermercado <T> , <R> [risos] ficar <A> 
tepe,MartaL,feminino,69,3a,superior,central,3.6,interior,0,m,tonica,medial,substantivo,0.37,conversacao,forma, eu não gosto da , forma <T> , como ela (es)tá sendo 
tepe,MartaL,feminino,69,3a,superior,central,3.6,interior,e,m,atona,medial,verbo,0.11,conversacao,terminei, de Educação então eu , terminei <T> , lá ... D1: entendi 
tepe,MartaL,feminino,69,3a,superior,central,3.6,interior,u,k,atona,medial,conj.prep,5.98,conversacao,porque, (es)tão por </> ali... , porque <T> , a gente não vê 
tepe,MartaL,feminino,69,3a,superior,central,3.6,interior,u,k,atona,medial,conj.prep,5.98,conversacao,porque, sua casa é diferente , porque <T> , você ou fica na 
tepe,MartaL,feminino,69,3a,superior,central,3.6,interior,o,t,atona,medial,substantivo,0.31,conversacao,oportunidade, <A> que não tem , oportunidade <T> , que vai ralar <A> 
tepe,MartaL,feminino,69,3a,superior,central,3.6,interior,u,t,tonica,medial,adjetivo,0.8,conversacao,curto, (es)tá com o dinheiro , curto <T> , você [hes.] D1: entendi 
tepe,MartaL,feminino,69,3a,superior,central,3.6,interior,a,k,tonica,final,substantivo,1.94,conversacao,lugar, morar? S1: olha o , lugar <T> , que me dá mais 
tepe,MartaL,feminino,69,3a,superior,central,3.6,interior,o,s,atona,medial,conj.prep,3.25,conversacao,por, casei que nós passamos , por <T> , Salvador <V> ficamos lá 
retroflexo,MartaL,feminino,69,3a,superior,central,3.6,interior,0,z,atona,medial,adjetivo,0.01,conversacao,maiorzinha, era [hes.] já (es)tava , maiorzinha <R> , né? não sei é 
tepe,MartaL,feminino,69,3a,superior,central,3.6,interior,u,k,atona,medial,conj.prep,5.98,conversacao,porque, batia dava tapa reguada , porque <T> , eu era muito linguaruda... 
tepe,MartaL,feminino,69,3a,superior,central,3.6,interior,e,dz,atona,medial,substantivo,0.07,conversacao,Perdizes, um ano foi a , Perdizes <T> , D1: uhum S1: a 
retroflexo,MartaL,feminino,69,3a,superior,central,3.6,interior,0,m,tonica,medial,substantivo,0.07,conversacao,reforma, chegamos lá fizemos uma , reforma <R> , ... na casa meu 
tepe,MartaL,feminino,69,3a,superior,central,3.6,interior,a,t,atona,medial,substantivo,0.44,conversacao,apartamento, nele não gostava de , apartamento... <T> , e nós acabamos vindo 
tepe,MartaL,feminino,69,3a,superior,central,3.6,interior,o,d,atona,medial,verbo,0.01,conversacao,acordou, na frente a professora , acordou <T> , a menina e deu 
tepe,MartaL,feminino,69,3a,superior,central,3.6,interior,e,k,atona,medial,substantivo,0.03,conversacao,Cerqueira, ce/ não é bem , Cerqueira <T> , César <T> ... </> 
tepe,MartaL,feminino,69,3a,superior,central,3.6,interior,o,t,atona,medial,substantivo,0.31,conversacao,oportunidade, tudo {mais administrado} mais , oportunidade <T> , hoje está difícil então 
tepe,MartaL,feminino,69,3a,superior,central,3.6,interior,u,k,atona,medial,conj.prep,3.25,conversacao,por, mundo eu nem sei , por <T> , que [risos] ela é 
retroflexo,MartaL,feminino,69,3a,superior,central,3.6,interior,e,s,atona,medial,verbo,0.03,conversacao,percebeu, e a gente não , percebeu <R> , a sorte <R> é 
tepe,MartaL,feminino,69,3a,superior,central,3.6,interior,3,t,tonica,medial,adjetivo,0.13,conversacao,aberta, deixo a porta <T> , aberta <T> , saio e fica os 
tepe,MartaL,feminino,69,3a,superior,central,3.6,interior,e,v,atona,medial,substantivo,0.44,conversacao,serviço, não... olha quando aparece , serviço <T> , pra fazer <A> eu 
tepe,MartaL,feminino,69,3a,superior,central,3.6,interior,e,s,atona,medial,verbo,0.07,conversacao,conversava, e [hes.] a gente , conversava <T> , quando ela precisava de 
tepe,MartaL,feminino,69,3a,superior,central,3.6,interior,o,t,atona,medial,substantivo,0.96,conversacao,português, era professor <T> de , português <T> , eu tenho o álbum 
tepe,MartaL,feminino,69,3a,superior,central,3.6,interior,i,k,tonica,medial,substantivo,0.75,conversacao,circo, desse bairro inclusive do , circo <T> , do Arrelia que era 
retroflexo,MartaL,feminino,69,3a,superior,central,3.6,interior,0,d,tonica,final,adverbio,0.93,conversacao,melhor, que deve falar <A> , melhor <R> , do que [hes.] talvez 
tepe,MartaL,feminino,69,3a,superior,central,3.6,interior,u,s,atona,medial,substantivo,0.03,conversacao,excursão, a gente tem muita , excursão... <T> , todo ano todo mundo 
tepe,MartaL,feminino,69,3a,superior,central,3.6,interior,a,d,tonica,medial,substantivo,0.05,conversacao,guardas, D1: uhum S1: como , guardas <T> , ... doze horas D1: 
tepe,MartaL,feminino,69,3a,superior,central,3.6,interior,3,g,tonica,medial,substantivo,0.01,conversacao,albergue, eles vão tem o , albergue <T> , perto <T> e eles 
tepe,MartaL,feminino,69,3a,superior,central,3.6,interior,u,k,atona,medial,conj.prep,5.98,conversacao,porque, não moramos muito tempo , porque <T> , meu pai tinha a 
tepe,MartaL,feminino,69,3a,superior,central,3.6,interior,e,t,atona,medial,substantivo,0.54,conversacao,certeza, mas não tenho muita , certeza <T> , mas acho que eles 
retroflexo,MartaL,feminino,69,3a,superior,central,3.6,interior,a,n,tonica,final,substantivo,1.94,conversacao,lugar, existe acho que em , lugar <R> , nenhum assim como o 
tepe,MartaL,feminino,69,3a,superior,central,3.6,interior,3,t,tonica,medial,adjetivo,2.6,conversacao,perto, e eu trabalhava ali , perto <T> , então (es)tava tudo esquematizado 
tepe,MartaL,feminino,69,3a,superior,central,3.6,interior,u,k,atona,medial,conj.prep,5.98,conversacao,porque, era [hes.] gostoso assim , porque <T> , na frente tinha uma 
retroflexo,MartaL,feminino,69,3a,superior,central,3.6,interior,a,v,tonica,medial,substantivo,0.1,conversacao,árvore, na rua subia em , árvore <R> , pegava latinha e vendia 
retroflexo,MartaL,feminino,69,3a,superior,central,3.6,interior,a,g,tonica,final,substantivo,1.94,conversacao,lugar, S1: olha tem muito , lugar <R> , gostoso sossegado eu adoro 
retroflexo,MartaL,feminino,69,3a,superior,central,3.6,interior,a,d,tonica,medial,substantivo,0.11,conversacao,guarda, pra colocar <A> um , guarda <R> , aí porque <A> muitos 
retroflexo,MartaL,feminino,69,3a,superior,central,3.6,interior,a,n,tonica,final,substantivo,1.94,conversacao,lugar, (es)tá mais tranqüilo em , lugar <R> , nenhum... a gente tem 
retroflexo,MartaL,feminino,69,3a,superior,central,3.6,interior,o,t,atona,medial,substantivo,0.96,conversacao,português, sempre fui bem de , português <R> , assim eu gostava D1: 
tepe,JulianaW,feminino,70,3a,superior,central,4.1,estrangeira,o,m,atona,medial,substantivo,0.11,conversacao,formação, tem educação não tem , formação <T> , não tem ahn [hes.] 
tepe,JulianaW,feminino,70,3a,superior,central,4.1,estrangeira,3,t,tonica,medial,adjetivo,2.6,conversacao,perto, minutos então tudo relativamente , perto <T> , D1: é [hes.] você 
tepe,JulianaW,feminino,70,3a,superior,central,4.1,estrangeira,a,j,atona,medial,substantivo,0.16,conversacao,Marginal, S1: {que vindo} pela , Marginal <T> , dá dez minutos D1: 
tepe,JulianaW,feminino,70,3a,superior,central,4.1,estrangeira,e,dz,tonica,medial,adjetivo,0.26,conversacao,verde, pra/ chup/ chupei uva , verde <T> , D1: {[risos]} S1: {quer 
tepe,JulianaW,feminino,70,3a,superior,central,4.1,estrangeira,a,t,tonica,medial,substantivo,0.21,conversacao,quarto, dois não entraram no , quarto <T> , quer <A> dizer <A> 
tepe,JulianaW,feminino,70,3a,superior,central,4.1,estrangeira,3,t,tonica,medial,substantivo,0.03,conversacao,deserto, passado eu fui pro , deserto <T> , do Atacama {com meu 
tepe,JulianaW,feminino,70,3a,superior,central,4.1,estrangeira,u,l,atona,medial,conj.prep,3.25,conversacao,por, é por / <T> , por <T> , local né? D1: uhum 
tepe,JulianaW,feminino,70,3a,superior,central,4.1,estrangeira,a,m,atona,medial,adjetivo,0.01,conversacao,charmoso, então meu sotaque era , charmoso <T> , porque <T> era de 
tepe,JulianaW,feminino,70,3a,superior,central,4.1,estrangeira,a,k,tonica,final,substantivo,1.94,conversacao,lugar, da cidade? S1: um , lugar <T> , que se você não 
tepe,JulianaW,feminino,70,3a,superior,central,4.1,estrangeira,i,#,tonica,final,morf.inf,0.15,conversacao,vir, pra minha mãe para , vir... <T> , que aqui a situação 
tepe,JulianaW,feminino,70,3a,superior,central,4.1,estrangeira,a,t,tonica,medial,substantivo,0.21,conversacao,quarto, aqui que (es)tavam no , quarto <T> , D1: aham S1: e 
tepe,JulianaW,feminino,70,3a,superior,central,4.1,estrangeira,e,s,atona,medial,adjetivo,0.13,conversacao,terceiro, né da/ ... de , terceiro <T> , mundo que nem parece 
tepe,JulianaW,feminino,70,3a,superior,central,4.1,estrangeira,o,d,atona,medial,substantivo,0.63,conversacao,Nordeste, eu acho que do , Nordeste <T> , D1: do Nordeste e 
tepe,JulianaW,feminino,70,3a,superior,central,4.1,estrangeira,a,t,atona,medial,substantivo,0.44,conversacao,apartamento, Centro eu morava em , apartamento <T> , D1: ah tem/ o/ 
tepe,JulianaW,feminino,70,3a,superior,central,4.1,estrangeira,a,t,atona,medial,substantivo,0.01,conversacao,quartéis, era uma das/ dos , quartéis <T> , né da revolução D1: 
tepe,JulianaW,feminino,70,3a,superior,central,4.1,estrangeira,a,m,tonica,medial,substantivo,0.02,conversacao,charme, o sotaque dá um , charme <T> , D1: {uhum} S1: {a 
tepe,JulianaW,feminino,70,3a,superior,central,4.1,estrangeira,e,s,atona,medial,adjetivo,0.03,conversacao,universitário, meus pais são nível , universitário... <T> , eu estudei inglês eu 
tepe,JulianaW,feminino,70,3a,superior,central,4.1,estrangeira,e,s,tonica,final,morf.inf,0.17,conversacao,ser, {uhum} S1: {a não , ser <T> , } sotaque de língua 
tepe,JulianaW,feminino,70,3a,superior,central,4.1,estrangeira,o,d,atona,medial,substantivo,0.43,conversacao,nordestino, D1: {uhum} S1: {do , nordestino <T> , } D1: uhm S1: 
tepe,JulianaW,feminino,70,3a,superior,central,4.1,estrangeira,0,t,tonica,medial,substantivo,0.35,conversacao,porta, {aí eu escutei} a , porta <T> , que range D1: {uhum} 
tepe,JulianaW,feminino,70,3a,superior,central,4.1,estrangeira,u,#,atona,final,conj.prep,3.25,conversacao,por, acho que é por , / <T> , por <T> local né? 
tepe,JulianaW,feminino,70,3a,superior,central,4.1,estrangeira,a,dz,atona,medial,substantivo,0.83,conversacao,Jardim, passear} no Shopping Cidade , Jardim <T> , D1: uhum S1: é 
retroflexo,JulianaW,feminino,70,3a,superior,central,4.1,estrangeira,0,d,tonica,final,adjetivo,0.93,conversacao,melhor, aqui a situação (es)tava , melhor <R> , do que na Europa 
tepe,JulianaW,feminino,70,3a,superior,central,4.1,estrangeira,3,dz,tonica,medial,verbo,0.18,conversacao,perde, S1: porque <T> (vo)cê , perde <T> , os amigos (vo)cê tem 
tepe,JulianaW,feminino,70,3a,superior,central,4.1,estrangeira,e,dz,atona,medial,verbo,0.18,conversacao,perdi, aham S1: então ... , perdi <T> , ... amigos casaram D1: 
tepe,JulianaW,feminino,70,3a,superior,central,4.1,estrangeira,a,ts,tonica,medial,substantivo,1.34,conversacao,parte, coral eu faço a , parte <T> , teórica D1: uhum S1: 
tepe,JulianaW,feminino,70,3a,superior,central,4.1,estrangeira,a,m,tonica,medial,substantivo,0.02,conversacao,charme, dizer <A> faz um , charme <T> , D1: {uhum} S1: {(vo)cê 
tepe,JulianaW,feminino,70,3a,superior,central,4.1,estrangeira,a,t,tonica,medial,adjetivo,0.21,conversacao,quarto, <T> já (es)tava no , quarto <T> , ano D1: aham S1: 
tepe,JulianaW,feminino,70,3a,superior,central,4.1,estrangeira,o,t,atona,medial,substantivo,0.31,conversacao,oportunidade, da realidade se tivesse , oportunidade <T> , se saía ou é 
tepe,JulianaW,feminino,70,3a,superior,central,4.1,estrangeira,e,d,atona,medial,substantivo,0.57,conversacao,Liberdade, os japoneses (es)tavam na , Liberdade <T> , (es)tão migrando pra Aclimação 
tepe,JulianaW,feminino,70,3a,superior,central,4.1,estrangeira,i,m,atona,medial,substantivo,1.06,conversacao,irmão, então foi praticamente um , irmão <T> , D1: e quantos anos 
tepe,JulianaW,feminino,70,3a,superior,central,4.1,estrangeira,a,t,atona,medial,substantivo,0.25,conversacao,carteira, <T> ele botou a , carteira <T> , de volta no bolso 
tepe,JulianaW,feminino,70,3a,superior,central,4.1,estrangeira,o,t,atona,medial,substantivo,0.96,conversacao,português, porque <T> era de , português <T> , D1: {uhum} S1: {era 
tepe,JulianaW,feminino,70,3a,superior,central,4.1,estrangeira,u,k,atona,medial,conj.prep,5.98,conversacao,porque, antes de nascer <A> , porque... <T> , nós temos seis meses 
retroflexo,JulianaW,feminino,70,3a,superior,central,4.1,estrangeira,e,j,atona,medial,substantivo,0.01,conversacao,interjeições, D1: uhum S1: as , interjeições <R> , né o trilegal D1: 
retroflexo,JulianaW,feminino,70,3a,superior,central,4.1,estrangeira,a,#,tonica,final,substantivo,1.94,conversacao,lugar, acho que é um , lugar... <R> , que desorienta D1: geograficamente 
tepe,JulianaW,feminino,70,3a,superior,central,4.1,estrangeira,u,k,atona,medial,conj.prep,3.25,conversacao,por, ela veio/ ela veio , por <T> , causa da revolução {russa} 
tepe,JulianaW,feminino,70,3a,superior,central,4.1,estrangeira,0,#,tonica,final,adjetivo,0.34,conversacao,pior, acho que é o , pior... <T> , para mim D1: uhum 
tepe,JulianaW,feminino,70,3a,superior,central,4.1,estrangeira,o,#,tonica,final,adjetivo,0.02,conversacao,inferior, ahn [hes.] de classe , inferior <T> , D1: uhum é... {quase 
tepe,JulianaW,feminino,70,3a,superior,central,4.1,estrangeira,u,k,atona,medial,conj.prep,3.25,conversacao,por, D1: {uhum} S1: e , por <T> , causa da... que tinha 
tepe,JulianaW,feminino,70,3a,superior,central,4.1,estrangeira,a,t,tonica,medial,substantivo,0.21,conversacao,quarto, bolsa... um entrou no , quarto <T> , mas eu não vi 
tepe,JulianaW,feminino,70,3a,superior,central,4.1,estrangeira,u,#,atona,final,conj.prep,3.25,conversacao,por, {por} D1: {uhum} S1: , por... <T> , entre aspas guetos D1: 
tepe,JulianaW,feminino,70,3a,superior,central,4.1,estrangeira,e,#,tonica,final,morf.inf,0.17,conversacao,ser, uhum S1: a não , ser... <T> , alguém que (es)tá fazendo 
tepe,JulianaW,feminino,70,3a,superior,central,4.1,estrangeira,a,t,atona,medial,substantivo,0.25,conversacao,carteira, que (es)tava aqui a , carteira <T> , minha bolsa (es)tavam aqui 
tepe,JulianaW,feminino,70,3a,superior,central,4.1,estrangeira,0,k,atona,medial,substantivo,0.01,conversacao,York, eu fui para Nova , York <T> , D1: {tem} uhm... tem 
tepe,JulianaW,feminino,70,3a,superior,central,4.1,estrangeira,a,t,tonica,medial,substantivo,0.21,conversacao,quarto, uma pessoa dentro do , quarto <T> , D1: {nossa} S1: {e 
tepe,JulianaW,feminino,70,3a,superior,central,4.1,estrangeira,a,t,atona,medial,substantivo,0.25,conversacao,carteira, o dinheiro da minha , carteira <T> , não (es)tava o dinheiro 
tepe,JulianaW,feminino,70,3a,superior,central,4.1,estrangeira,u,k,atona,medial,conj.prep,5.98,conversacao,porque, um ladrão muito interessante , porque <T> , ele botou a carteira 
tepe,JulianaW,feminino,70,3a,superior,central,4.1,estrangeira,a,#,tonica,final,substantivo,1.94,conversacao,lugar, D1: {imagino} S1: um , lugar... <T> , D1: {incrível} S1: {é 
tepe,JulianaW,feminino,70,3a,superior,central,4.1,estrangeira,i,m,atona,medial,substantivo,1.06,conversacao,irmão, tem irmãos ? S1: , irmão <T> , de sangue eu não 
tepe,AnaM,feminino,73,3a,superior,periferica,3.1,mista,a,#,tonica,final,substantivo,0.04,conversacao,falar, e prejudica... né no , falar... <T> , porque <T> (vo)cê vê 
